A		SANDUSKY RIVER NEAR FREMONT
B		OBSERVED_EDITED
C		DISCHARGE
E		
F		USGS
Units		cms
Type		INST-VAL
851	19Jan2011  1700	0.00
852	19Jan2011  1730	0.00
853	19Jan2011  1800	0.00
854	19Jan2011  1830	0.00
855	19Jan2011  1900	0.00
856	19Jan2011  1930	0.00
857	19Jan2011  2000	0.00
858	19Jan2011  2030	0.00
859	19Jan2011  2100	0.00
860	19Jan2011  2130	0.00
861	19Jan2011  2200	0.00
862	19Jan2011  2230	0.00
863	19Jan2011  2300	0.00
864	19Jan2011  2330	0.00
865	20Jan2011  0000	0.00
866	20Jan2011  0030	0.00
867	20Jan2011  0100	0.00
868	20Jan2011  0130	0.00
869	20Jan2011  0200	0.00
870	20Jan2011  0230	0.00
871	20Jan2011  0300	0.00
872	20Jan2011  0330	0.00
873	20Jan2011  0400	0.00
874	20Jan2011  0430	0.00
875	20Jan2011  0500	0.00
876	20Jan2011  0530	0.00
877	20Jan2011  0600	0.00
878	20Jan2011  0630	0.00
879	20Jan2011  0700	0.00
880	20Jan2011  0730	0.00
881	20Jan2011  0800	0.00
882	20Jan2011  0830	0.00
883	20Jan2011  0900	0.00
884	20Jan2011  0930	0.00
885	20Jan2011  1000	0.00
886	20Jan2011  1030	0.00
887	20Jan2011  1100	0.00
888	20Jan2011  1130	0.00
889	20Jan2011  1200	0.00
890	20Jan2011  1230	0.00
891	20Jan2011  1300	0.00
892	20Jan2011  1330	0.00
893	20Jan2011  1400	0.00
894	20Jan2011  1430	0.00
895	20Jan2011  1500	0.00
896	20Jan2011  1530	0.00
897	20Jan2011  1600	0.00
898	20Jan2011  1630	0.00
899	20Jan2011  1700	0.00
900	20Jan2011  1730	0.00
901	20Jan2011  1800	0.00
902	20Jan2011  1830	0.00
903	20Jan2011  1900	0.00
904	20Jan2011  1930	0.00
905	20Jan2011  2000	0.00
906	20Jan2011  2030	0.00
907	20Jan2011  2100	0.00
908	20Jan2011  2130	0.00
909	20Jan2011  2200	0.00
910	20Jan2011  2230	0.00
911	20Jan2011  2300	0.00
912	20Jan2011  2330	0.00
913	21Jan2011  0000	0.00
914	21Jan2011  0030	0.00
915	21Jan2011  0100	0.00
916	21Jan2011  0130	0.00
917	21Jan2011  0200	0.00
918	21Jan2011  0230	0.00
919	21Jan2011  0300	0.00
920	21Jan2011  0330	0.00
921	21Jan2011  0400	0.00
922	21Jan2011  0430	0.00
923	21Jan2011  0500	0.00
924	21Jan2011  0530	0.00
925	21Jan2011  0600	0.00
926	21Jan2011  0630	0.00
927	21Jan2011  0700	0.00
928	21Jan2011  0730	0.00
929	21Jan2011  0800	0.00
930	21Jan2011  0830	0.00
931	21Jan2011  0900	0.00
932	21Jan2011  0930	0.00
933	21Jan2011  1000	0.00
934	21Jan2011  1030	0.00
935	21Jan2011  1100	0.00
936	21Jan2011  1130	0.00
937	21Jan2011  1200	0.00
938	21Jan2011  1230	0.00
939	21Jan2011  1300	0.00
940	21Jan2011  1330	0.00
941	21Jan2011  1400	0.00
942	21Jan2011  1430	0.00
943	21Jan2011  1500	0.00
944	21Jan2011  1530	0.00
945	21Jan2011  1600	0.00
946	21Jan2011  1630	0.00
947	21Jan2011  1700	0.00
948	21Jan2011  1730	0.00
949	21Jan2011  1800	0.00
950	21Jan2011  1830	0.00
951	21Jan2011  1900	0.00
952	21Jan2011  1930	0.00
953	21Jan2011  2000	0.00
954	21Jan2011  2030	0.00
955	21Jan2011  2100	0.00
956	21Jan2011  2130	0.00
957	21Jan2011  2200	0.00
958	21Jan2011  2230	0.00
959	21Jan2011  2300	0.00
960	21Jan2011  2330	0.00
961	22Jan2011  0000	0.00
962	22Jan2011  0030	0.00
963	22Jan2011  0100	0.00
964	22Jan2011  0130	0.00
965	22Jan2011  0200	0.00
966	22Jan2011  0230	0.00
967	22Jan2011  0300	0.00
968	22Jan2011  0330	0.00
969	22Jan2011  0400	0.00
970	22Jan2011  0430	0.00
971	22Jan2011  0500	0.00
972	22Jan2011  0530	0.00
973	22Jan2011  0600	0.00
974	22Jan2011  0630	0.00
975	22Jan2011  0700	0.00
976	22Jan2011  0730	0.00
977	22Jan2011  0800	0.00
978	22Jan2011  0830	0.00
979	22Jan2011  0900	0.00
980	22Jan2011  0930	0.00
981	22Jan2011  1000	0.00
982	22Jan2011  1030	0.00
983	22Jan2011  1100	0.00
984	22Jan2011  1130	0.00
985	22Jan2011  1200	0.00
986	22Jan2011  1230	0.00
987	22Jan2011  1300	0.00
988	22Jan2011  1330	0.00
989	22Jan2011  1400	0.00
990	22Jan2011  1430	0.00
991	22Jan2011  1500	0.00
992	22Jan2011  1530	0.00
993	22Jan2011  1600	0.00
994	22Jan2011  1630	0.00
995	22Jan2011  1700	0.00
996	22Jan2011  1730	0.00
997	22Jan2011  1800	0.00
998	22Jan2011  1830	0.00
999	22Jan2011  1900	0.00
1000	22Jan2011  1930	0.00
1001	22Jan2011  2000	0.00
1002	22Jan2011  2030	0.00
1003	22Jan2011  2100	0.00
1004	22Jan2011  2130	0.00
1005	22Jan2011  2200	0.00
1006	22Jan2011  2230	0.00
1007	22Jan2011  2300	0.00
1008	22Jan2011  2330	0.00
1009	23Jan2011  0000	0.00
1010	23Jan2011  0030	0.00
1011	23Jan2011  0100	0.00
1012	23Jan2011  0130	0.00
1013	23Jan2011  0200	0.00
1014	23Jan2011  0230	0.00
1015	23Jan2011  0300	0.00
1016	23Jan2011  0330	0.00
1017	23Jan2011  0400	0.00
1018	23Jan2011  0430	0.00
1019	23Jan2011  0500	0.00
1020	23Jan2011  0530	0.00
1021	23Jan2011  0600	0.00
1022	23Jan2011  0630	0.00
1023	23Jan2011  0700	0.00
1024	23Jan2011  0730	0.00
1025	23Jan2011  0800	0.00
1026	23Jan2011  0830	0.00
1027	23Jan2011  0900	0.00
1028	23Jan2011  0930	0.00
1029	23Jan2011  1000	0.00
1030	23Jan2011  1030	0.00
1031	23Jan2011  1100	0.00
1032	23Jan2011  1130	0.00
1033	23Jan2011  1200	0.00
1034	23Jan2011  1230	0.00
1035	23Jan2011  1300	0.00
1036	23Jan2011  1330	0.00
1037	23Jan2011  1400	0.00
1038	23Jan2011  1430	0.00
1039	23Jan2011  1500	0.00
1040	23Jan2011  1530	0.00
1041	23Jan2011  1600	0.00
1042	23Jan2011  1630	0.00
1043	23Jan2011  1700	0.00
1044	23Jan2011  1730	0.00
1045	23Jan2011  1800	0.00
1046	23Jan2011  1830	0.00
1047	23Jan2011  1900	0.00
1048	23Jan2011  1930	0.00
1049	23Jan2011  2000	0.00
1050	23Jan2011  2030	0.00
1051	23Jan2011  2100	0.00
1052	23Jan2011  2130	0.00
1053	23Jan2011  2200	0.00
1054	23Jan2011  2230	0.00
1055	23Jan2011  2300	0.00
1056	23Jan2011  2330	0.00
1057	24Jan2011  0000	0.00
1058	24Jan2011  0030	0.00
1059	24Jan2011  0100	0.00
1060	24Jan2011  0130	0.00
1061	24Jan2011  0200	0.00
1062	24Jan2011  0230	0.00
1063	24Jan2011  0300	0.00
1064	24Jan2011  0330	0.00
1065	24Jan2011  0400	0.00
1066	24Jan2011  0430	0.00
1067	24Jan2011  0500	0.00
1068	24Jan2011  0530	0.00
1069	24Jan2011  0600	0.00
1070	24Jan2011  0630	0.00
1071	24Jan2011  0700	0.00
1072	24Jan2011  0730	0.00
1073	24Jan2011  0800	0.00
1074	24Jan2011  0830	0.00
1075	24Jan2011  0900	0.00
1076	24Jan2011  0930	0.00
1077	24Jan2011  1000	0.00
1078	24Jan2011  1030	0.00
1079	24Jan2011  1100	0.00
1080	24Jan2011  1130	0.00
1081	24Jan2011  1200	0.00
1082	24Jan2011  1230	0.00
1083	24Jan2011  1300	0.00
1084	24Jan2011  1330	0.00
1085	24Jan2011  1400	0.00
1086	24Jan2011  1430	0.00
1087	24Jan2011  1500	0.00
1088	24Jan2011  1530	0.00
1089	24Jan2011  1600	0.00
1090	24Jan2011  1630	0.00
1091	24Jan2011  1700	0.00
1092	24Jan2011  1730	0.00
1093	24Jan2011  1800	0.00
1094	24Jan2011  1830	0.00
1095	24Jan2011  1900	0.00
1096	24Jan2011  1930	0.00
1097	24Jan2011  2000	0.00
1098	24Jan2011  2030	0.00
1099	24Jan2011  2100	0.00
1100	24Jan2011  2130	0.00
1101	24Jan2011  2200	0.00
1102	24Jan2011  2230	0.00
1103	24Jan2011  2300	0.00
1104	24Jan2011  2330	0.00
1105	25Jan2011  0000	0.00
1106	25Jan2011  0030	0.00
1107	25Jan2011  0100	0.00
1108	25Jan2011  0130	0.00
1109	25Jan2011  0200	0.00
1110	25Jan2011  0230	0.00
1111	25Jan2011  0300	0.00
1112	25Jan2011  0330	0.00
1113	25Jan2011  0400	0.00
1114	25Jan2011  0430	0.00
1115	25Jan2011  0500	0.00
1116	25Jan2011  0530	0.00
1117	25Jan2011  0600	0.00
1118	25Jan2011  0630	0.00
1119	25Jan2011  0700	0.00
1120	25Jan2011  0730	0.00
1121	25Jan2011  0800	0.00
1122	25Jan2011  0830	0.00
1123	25Jan2011  0900	0.00
1124	25Jan2011  0930	0.00
1125	25Jan2011  1000	0.00
1126	25Jan2011  1030	0.00
1127	25Jan2011  1100	0.00
1128	25Jan2011  1130	0.00
1129	25Jan2011  1200	0.00
1130	25Jan2011  1230	0.00
1131	25Jan2011  1300	0.00
1132	25Jan2011  1330	0.00
1133	25Jan2011  1400	0.00
1134	25Jan2011  1430	0.00
1135	25Jan2011  1500	0.00
1136	25Jan2011  1530	0.00
1137	25Jan2011  1600	0.00
1138	25Jan2011  1630	0.00
1139	25Jan2011  1700	0.00
1140	25Jan2011  1730	0.00
1141	25Jan2011  1800	0.00
1142	25Jan2011  1830	0.00
1143	25Jan2011  1900	0.00
1144	25Jan2011  1930	0.00
1145	25Jan2011  2000	0.00
1146	25Jan2011  2030	0.00
1147	25Jan2011  2100	0.00
1148	25Jan2011  2130	0.00
1149	25Jan2011  2200	0.00
1150	25Jan2011  2230	0.00
1151	25Jan2011  2300	0.00
1152	25Jan2011  2330	0.00
1153	26Jan2011  0000	0.00
1154	26Jan2011  0030	0.00
1155	26Jan2011  0100	0.00
1156	26Jan2011  0130	0.00
1157	26Jan2011  0200	0.00
1158	26Jan2011  0230	0.00
1159	26Jan2011  0300	0.00
1160	26Jan2011  0330	0.00
1161	26Jan2011  0400	0.00
1162	26Jan2011  0430	0.00
1163	26Jan2011  0500	0.00
1164	26Jan2011  0530	0.00
1165	26Jan2011  0600	0.00
1166	26Jan2011  0630	0.00
1167	26Jan2011  0700	0.00
1168	26Jan2011  0730	0.00
1169	26Jan2011  0800	0.00
1170	26Jan2011  0830	0.00
1171	26Jan2011  0900	0.00
1172	26Jan2011  0930	0.00
1173	26Jan2011  1000	0.00
1174	26Jan2011  1030	0.00
1175	26Jan2011  1100	0.00
1176	26Jan2011  1130	0.00
1177	26Jan2011  1200	0.00
1178	26Jan2011  1230	0.00
1179	26Jan2011  1300	0.00
1180	26Jan2011  1330	0.00
1181	26Jan2011  1400	0.00
1182	26Jan2011  1430	0.00
1183	26Jan2011  1500	0.00
1184	26Jan2011  1530	0.00
1185	26Jan2011  1600	0.00
1186	26Jan2011  1630	0.00
1187	26Jan2011  1700	0.00
1188	26Jan2011  1730	0.00
1189	26Jan2011  1800	0.00
1190	26Jan2011  1830	0.00
1191	26Jan2011  1900	0.00
1192	26Jan2011  1930	0.00
1193	26Jan2011  2000	0.00
1194	26Jan2011  2030	0.00
1195	26Jan2011  2100	0.00
1196	26Jan2011  2130	0.00
1197	26Jan2011  2200	0.00
1198	26Jan2011  2230	0.00
1199	26Jan2011  2300	0.00
1200	26Jan2011  2330	0.00
1201	27Jan2011  0000	0.00
1202	27Jan2011  0030	0.00
1203	27Jan2011  0100	0.00
1204	27Jan2011  0130	0.00
1205	27Jan2011  0200	0.00
1206	27Jan2011  0230	0.00
1207	27Jan2011  0300	0.00
1208	27Jan2011  0330	0.00
1209	27Jan2011  0400	0.00
1210	27Jan2011  0430	0.00
1211	27Jan2011  0500	0.00
1212	27Jan2011  0530	0.00
1213	27Jan2011  0600	0.00
1214	27Jan2011  0630	0.00
1215	27Jan2011  0700	0.00
1216	27Jan2011  0730	0.00
1217	27Jan2011  0800	0.00
1218	27Jan2011  0830	0.00
1219	27Jan2011  0900	0.00
1220	27Jan2011  0930	0.00
1221	27Jan2011  1000	0.00
1222	27Jan2011  1030	0.00
1223	27Jan2011  1100	0.00
1224	27Jan2011  1130	0.00
1225	27Jan2011  1200	0.00
1226	27Jan2011  1230	0.00
1227	27Jan2011  1300	0.00
1228	27Jan2011  1330	0.00
1229	27Jan2011  1400	0.00
1230	27Jan2011  1430	0.00
1231	27Jan2011  1500	0.00
1232	27Jan2011  1530	0.00
1233	27Jan2011  1600	0.00
1234	27Jan2011  1630	0.00
1235	27Jan2011  1700	0.00
1236	27Jan2011  1730	0.00
1237	27Jan2011  1800	0.00
1238	27Jan2011  1830	0.00
1239	27Jan2011  1900	0.00
1240	27Jan2011  1930	0.00
1241	27Jan2011  2000	0.00
1242	27Jan2011  2030	0.00
1243	27Jan2011  2100	0.00
1244	27Jan2011  2130	0.00
1245	27Jan2011  2200	0.00
1246	27Jan2011  2230	0.00
1247	27Jan2011  2300	0.00
1248	27Jan2011  2330	0.00
1249	28Jan2011  0000	0.00
1250	28Jan2011  0030	0.00
1251	28Jan2011  0100	0.00
1252	28Jan2011  0130	0.00
1253	28Jan2011  0200	0.00
1254	28Jan2011  0230	0.00
1255	28Jan2011  0300	0.00
1256	28Jan2011  0330	0.00
1257	28Jan2011  0400	0.00
1258	28Jan2011  0430	0.00
1259	28Jan2011  0500	0.00
1260	28Jan2011  0530	0.00
1261	28Jan2011  0600	0.00
1262	28Jan2011  0630	0.00
1263	28Jan2011  0700	0.00
1264	28Jan2011  0730	0.00
1265	28Jan2011  0800	0.00
1266	28Jan2011  0830	0.00
1267	28Jan2011  0900	0.00
1268	28Jan2011  0930	0.00
1269	28Jan2011  1000	0.00
1270	28Jan2011  1030	0.00
1271	28Jan2011  1100	0.00
1272	28Jan2011  1130	0.00
1273	28Jan2011  1200	0.00
1274	28Jan2011  1230	0.00
1275	28Jan2011  1300	0.00
1276	28Jan2011  1330	0.00
1277	28Jan2011  1400	0.00
1278	28Jan2011  1430	0.00
1279	28Jan2011  1500	0.00
1280	28Jan2011  1530	0.00
1281	28Jan2011  1600	0.00
1282	28Jan2011  1630	0.00
1283	28Jan2011  1700	0.00
1284	28Jan2011  1730	0.00
1285	28Jan2011  1800	0.00
1286	28Jan2011  1830	0.00
1287	28Jan2011  1900	0.00
1288	28Jan2011  1930	0.00
1289	28Jan2011  2000	0.00
1290	28Jan2011  2030	0.00
1291	28Jan2011  2100	0.00
1292	28Jan2011  2130	0.00
1293	28Jan2011  2200	0.00
1294	28Jan2011  2230	0.00
1295	28Jan2011  2300	0.00
1296	28Jan2011  2330	0.00
1297	29Jan2011  0000	0.00
1298	29Jan2011  0030	0.00
1299	29Jan2011  0100	0.00
1300	29Jan2011  0130	0.00
1301	29Jan2011  0200	0.00
1302	29Jan2011  0230	0.00
1303	29Jan2011  0300	0.00
1304	29Jan2011  0330	0.00
1305	29Jan2011  0400	0.00
1306	29Jan2011  0430	0.00
1307	29Jan2011  0500	0.00
1308	29Jan2011  0530	0.00
1309	29Jan2011  0600	0.00
1310	29Jan2011  0630	0.00
1311	29Jan2011  0700	0.00
1312	29Jan2011  0730	0.00
1313	29Jan2011  0800	0.00
1314	29Jan2011  0830	0.00
1315	29Jan2011  0900	0.00
1316	29Jan2011  0930	0.00
1317	29Jan2011  1000	0.00
1318	29Jan2011  1030	0.00
1319	29Jan2011  1100	0.00
1320	29Jan2011  1130	0.00
1321	29Jan2011  1200	0.00
1322	29Jan2011  1230	0.00
1323	29Jan2011  1300	0.00
1324	29Jan2011  1330	0.00
1325	29Jan2011  1400	0.00
1326	29Jan2011  1430	0.00
1327	29Jan2011  1500	0.00
1328	29Jan2011  1530	0.00
1329	29Jan2011  1600	0.00
1330	29Jan2011  1630	0.00
1331	29Jan2011  1700	0.00
1332	29Jan2011  1730	0.00
1333	29Jan2011  1800	0.00
1334	29Jan2011  1830	0.00
1335	29Jan2011  1900	0.00
1336	29Jan2011  1930	0.00
1337	29Jan2011  2000	0.00
1338	29Jan2011  2030	0.00
1339	29Jan2011  2100	0.00
1340	29Jan2011  2130	0.00
1341	29Jan2011  2200	0.00
1342	29Jan2011  2230	0.00
1343	29Jan2011  2300	0.00
1344	29Jan2011  2330	0.00
1345	30Jan2011  0000	0.00
1346	30Jan2011  0030	0.00
1347	30Jan2011  0100	0.00
1348	30Jan2011  0130	0.00
1349	30Jan2011  0200	0.00
1350	30Jan2011  0230	0.00
1351	30Jan2011  0300	0.00
1352	30Jan2011  0330	0.00
1353	30Jan2011  0400	0.00
1354	30Jan2011  0430	0.00
1355	30Jan2011  0500	0.00
1356	30Jan2011  0530	0.00
1357	30Jan2011  0600	0.00
1358	30Jan2011  0630	0.00
1359	30Jan2011  0700	0.00
1360	30Jan2011  0730	0.00
1361	30Jan2011  0800	0.00
1362	30Jan2011  0830	0.00
1363	30Jan2011  0900	0.00
1364	30Jan2011  0930	0.00
1365	30Jan2011  1000	0.00
1366	30Jan2011  1030	0.00
1367	30Jan2011  1100	0.00
1368	30Jan2011  1130	0.00
1369	30Jan2011  1200	0.00
1370	30Jan2011  1230	0.00
1371	30Jan2011  1300	0.00
1372	30Jan2011  1330	0.00
1373	30Jan2011  1400	0.00
1374	30Jan2011  1430	0.00
1375	30Jan2011  1500	0.00
1376	30Jan2011  1530	0.00
1377	30Jan2011  1600	0.00
1378	30Jan2011  1630	0.00
1379	30Jan2011  1700	0.00
1380	30Jan2011  1730	0.00
1381	30Jan2011  1800	0.00
1382	30Jan2011  1830	0.00
1383	30Jan2011  1900	0.00
1384	30Jan2011  1930	0.00
1385	30Jan2011  2000	0.00
1386	30Jan2011  2030	0.00
1387	30Jan2011  2100	0.00
1388	30Jan2011  2130	0.00
1389	30Jan2011  2200	0.00
1390	30Jan2011  2230	0.00
1391	30Jan2011  2300	0.00
1392	30Jan2011  2330	0.00
1393	31Jan2011  0000	0.00
1394	31Jan2011  0030	0.00
1395	31Jan2011  0100	0.00
1396	31Jan2011  0130	0.00
1397	31Jan2011  0200	0.00
1398	31Jan2011  0230	0.00
1399	31Jan2011  0300	0.00
1400	31Jan2011  0330	0.00
1401	31Jan2011  0400	0.00
1402	31Jan2011  0430	0.00
1403	31Jan2011  0500	0.00
1404	31Jan2011  0530	0.00
1405	31Jan2011  0600	0.00
1406	31Jan2011  0630	0.00
1407	31Jan2011  0700	0.00
1408	31Jan2011  0730	0.00
1409	31Jan2011  0800	0.00
1410	31Jan2011  0830	0.00
1411	31Jan2011  0900	0.00
1412	31Jan2011  0930	0.00
1413	31Jan2011  1000	0.00
1414	31Jan2011  1030	0.00
1415	31Jan2011  1100	0.00
1416	31Jan2011  1130	0.00
1417	31Jan2011  1200	0.00
1418	31Jan2011  1230	0.00
1419	31Jan2011  1300	0.00
1420	31Jan2011  1330	0.00
1421	31Jan2011  1400	0.00
1422	31Jan2011  1430	0.00
1423	31Jan2011  1500	0.00
1424	31Jan2011  1530	0.00
1425	31Jan2011  1600	0.00
1426	31Jan2011  1630	0.00
1427	31Jan2011  1700	0.00
1428	31Jan2011  1730	0.00
1429	31Jan2011  1800	0.00
1430	31Jan2011  1830	0.00
1431	31Jan2011  1900	0.00
1432	31Jan2011  1930	0.00
1433	31Jan2011  2000	0.00
1434	31Jan2011  2030	0.00
1435	31Jan2011  2100	0.00
1436	31Jan2011  2130	0.00
1437	31Jan2011  2200	0.00
1438	31Jan2011  2230	0.00
1439	31Jan2011  2300	0.00
1440	31Jan2011  2330	0.00
1441	01Feb2011  0000	0.00
1442	01Feb2011  0030	0.00
1443	01Feb2011  0100	0.00
1444	01Feb2011  0130	0.00
1445	01Feb2011  0200	0.00
1446	01Feb2011  0230	0.00
1447	01Feb2011  0300	0.00
1448	01Feb2011  0330	0.00
1449	01Feb2011  0400	0.00
1450	01Feb2011  0430	0.00
1451	01Feb2011  0500	0.00
1452	01Feb2011  0530	0.00
1453	01Feb2011  0600	0.00
1454	01Feb2011  0630	0.00
1455	01Feb2011  0700	0.00
1456	01Feb2011  0730	0.00
1457	01Feb2011  0800	0.00
1458	01Feb2011  0830	0.00
1459	01Feb2011  0900	0.00
1460	01Feb2011  0930	0.00
1461	01Feb2011  1000	0.00
1462	01Feb2011  1030	0.00
1463	01Feb2011  1100	0.00
1464	01Feb2011  1130	0.00
1465	01Feb2011  1200	0.00
1466	01Feb2011  1230	0.00
1467	01Feb2011  1300	0.00
1468	01Feb2011  1330	0.00
1469	01Feb2011  1400	0.00
1470	01Feb2011  1430	0.00
1471	01Feb2011  1500	0.00
1472	01Feb2011  1530	0.00
1473	01Feb2011  1600	0.00
1474	01Feb2011  1630	0.00
1475	01Feb2011  1700	0.00
1476	01Feb2011  1730	0.00
1477	01Feb2011  1800	0.00
1478	01Feb2011  1830	0.00
1479	01Feb2011  1900	0.00
1480	01Feb2011  1930	0.00
1481	01Feb2011  2000	0.00
1482	01Feb2011  2030	0.00
1483	01Feb2011  2100	0.00
1484	01Feb2011  2130	0.00
1485	01Feb2011  2200	0.00
1486	01Feb2011  2230	0.00
1487	01Feb2011  2300	0.00
1488	01Feb2011  2330	0.00
1489	02Feb2011  0000	0.00
1490	02Feb2011  0030	0.00
1491	02Feb2011  0100	0.00
1492	02Feb2011  0130	0.00
1493	02Feb2011  0200	0.00
1494	02Feb2011  0230	0.00
1495	02Feb2011  0300	0.00
1496	02Feb2011  0330	0.00
1497	02Feb2011  0400	0.00
1498	02Feb2011  0430	0.00
1499	02Feb2011  0500	0.00
1500	02Feb2011  0530	0.00
1501	02Feb2011  0600	0.00
1502	02Feb2011  0630	0.00
1503	02Feb2011  0700	0.00
1504	02Feb2011  0730	0.00
1505	02Feb2011  0800	0.00
1506	02Feb2011  0830	0.00
1507	02Feb2011  0900	0.00
1508	02Feb2011  0930	0.00
1509	02Feb2011  1000	0.00
1510	02Feb2011  1030	0.00
1511	02Feb2011  1100	0.00
1512	02Feb2011  1130	0.00
1513	02Feb2011  1200	0.00
1514	02Feb2011  1230	0.00
1515	02Feb2011  1300	0.00
1516	02Feb2011  1330	0.00
1517	02Feb2011  1400	0.00
1518	02Feb2011  1430	0.00
1519	02Feb2011  1500	0.00
1520	02Feb2011  1530	0.00
1521	02Feb2011  1600	0.00
1522	02Feb2011  1630	0.00
1523	02Feb2011  1700	0.00
1524	02Feb2011  1730	0.00
1525	02Feb2011  1800	0.00
1526	02Feb2011  1830	0.00
1527	02Feb2011  1900	0.00
1528	02Feb2011  1930	0.00
1529	02Feb2011  2000	0.00
1530	02Feb2011  2030	0.00
1531	02Feb2011  2100	0.00
1532	02Feb2011  2130	0.00
1533	02Feb2011  2200	0.00
1534	02Feb2011  2230	0.00
1535	02Feb2011  2300	0.00
1536	02Feb2011  2330	0.00
1537	03Feb2011  0000	0.00
1538	03Feb2011  0030	0.00
1539	03Feb2011  0100	0.00
1540	03Feb2011  0130	0.00
1541	03Feb2011  0200	0.00
1542	03Feb2011  0230	0.00
1543	03Feb2011  0300	0.00
1544	03Feb2011  0330	0.00
1545	03Feb2011  0400	0.00
1546	03Feb2011  0430	0.00
1547	03Feb2011  0500	0.00
1548	03Feb2011  0530	0.00
1549	03Feb2011  0600	0.00
1550	03Feb2011  0630	0.00
1551	03Feb2011  0700	0.00
1552	03Feb2011  0730	0.00
1553	03Feb2011  0800	0.00
1554	03Feb2011  0830	0.00
1555	03Feb2011  0900	0.00
1556	03Feb2011  0930	0.00
1557	03Feb2011  1000	0.00
1558	03Feb2011  1030	0.00
1559	03Feb2011  1100	0.00
1560	03Feb2011  1130	0.00
1561	03Feb2011  1200	0.00
1562	03Feb2011  1230	0.00
1563	03Feb2011  1300	0.00
1564	03Feb2011  1330	0.00
1565	03Feb2011  1400	0.00
1566	03Feb2011  1430	0.00
1567	03Feb2011  1500	0.00
1568	03Feb2011  1530	0.00
1569	03Feb2011  1600	0.00
1570	03Feb2011  1630	0.00
1571	03Feb2011  1700	0.00
1572	03Feb2011  1730	0.00
1573	03Feb2011  1800	0.00
1574	03Feb2011  1830	0.00
1575	03Feb2011  1900	0.00
1576	03Feb2011  1930	0.00
1577	03Feb2011  2000	0.00
1578	03Feb2011  2030	0.00
1579	03Feb2011  2100	0.00
1580	03Feb2011  2130	0.00
1581	03Feb2011  2200	0.00
1582	03Feb2011  2230	0.00
1583	03Feb2011  2300	0.00
1584	03Feb2011  2330	0.00
1585	04Feb2011  0000	0.00
1586	04Feb2011  0030	0.00
1587	04Feb2011  0100	0.00
1588	04Feb2011  0130	0.00
1589	04Feb2011  0200	0.00
1590	04Feb2011  0230	0.00
1591	04Feb2011  0300	0.00
1592	04Feb2011  0330	0.00
1593	04Feb2011  0400	0.00
1594	04Feb2011  0430	0.00
1595	04Feb2011  0500	0.00
1596	04Feb2011  0530	0.00
1597	04Feb2011  0600	0.00
1598	04Feb2011  0630	0.00
1599	04Feb2011  0700	0.00
1600	04Feb2011  0730	0.00
1601	04Feb2011  0800	0.00
1602	04Feb2011  0830	0.00
1603	04Feb2011  0900	0.00
1604	04Feb2011  0930	0.00
1605	04Feb2011  1000	0.00
1606	04Feb2011  1030	0.00
1607	04Feb2011  1100	0.00
1608	04Feb2011  1130	0.00
1609	04Feb2011  1200	0.00
1610	04Feb2011  1230	0.00
1611	04Feb2011  1300	0.00
1612	04Feb2011  1330	0.00
1613	04Feb2011  1400	0.00
1614	04Feb2011  1430	0.00
1615	04Feb2011  1500	0.00
1616	04Feb2011  1530	0.00
1617	04Feb2011  1600	0.00
1618	04Feb2011  1630	0.00
1619	04Feb2011  1700	0.00
1620	04Feb2011  1730	0.00
1621	04Feb2011  1800	0.00
1622	04Feb2011  1830	0.00
1623	04Feb2011  1900	0.00
1624	04Feb2011  1930	0.00
1625	04Feb2011  2000	0.00
1626	04Feb2011  2030	0.00
1627	04Feb2011  2100	0.00
1628	04Feb2011  2130	0.00
1629	04Feb2011  2200	0.00
1630	04Feb2011  2230	0.00
1631	04Feb2011  2300	0.00
1632	04Feb2011  2330	0.00
1633	05Feb2011  0000	0.00
1634	05Feb2011  0030	0.00
1635	05Feb2011  0100	0.00
1636	05Feb2011  0130	0.00
1637	05Feb2011  0200	0.00
1638	05Feb2011  0230	0.00
1639	05Feb2011  0300	0.00
1640	05Feb2011  0330	0.00
1641	05Feb2011  0400	0.00
1642	05Feb2011  0430	0.00
1643	05Feb2011  0500	0.00
1644	05Feb2011  0530	0.00
1645	05Feb2011  0600	0.00
1646	05Feb2011  0630	0.00
1647	05Feb2011  0700	0.00
1648	05Feb2011  0730	0.00
1649	05Feb2011  0800	0.00
1650	05Feb2011  0830	0.00
1651	05Feb2011  0900	0.00
1652	05Feb2011  0930	0.00
1653	05Feb2011  1000	0.00
1654	05Feb2011  1030	0.00
1655	05Feb2011  1100	0.00
1656	05Feb2011  1130	0.00
1657	05Feb2011  1200	0.00
1658	05Feb2011  1230	0.00
1659	05Feb2011  1300	0.00
1660	05Feb2011  1330	0.00
1661	05Feb2011  1400	0.00
1662	05Feb2011  1430	0.00
1663	05Feb2011  1500	0.00
1664	05Feb2011  1530	0.00
1665	05Feb2011  1600	0.00
1666	05Feb2011  1630	0.00
1667	05Feb2011  1700	0.00
1668	05Feb2011  1730	0.00
1669	05Feb2011  1800	0.00
1670	05Feb2011  1830	0.00
1671	05Feb2011  1900	0.00
1672	05Feb2011  1930	0.00
1673	05Feb2011  2000	0.00
1674	05Feb2011  2030	0.00
1675	05Feb2011  2100	0.00
1676	05Feb2011  2130	0.00
1677	05Feb2011  2200	0.00
1678	05Feb2011  2230	0.00
